2021-10-11 09:44:45,352 MDT INFO   log.monitoring 1155 [localhost-startStop-1] **** Server Started (logVersion=1.4) ****
2021-10-11 09:44:45,354 MDT INFO   log.monitoring 1155 [localhost-startStop-1] ,max mem (MB),total mem (MB),free mem (MB),strings pool,integers pool,other objects pool
2021-10-11 11:41:07,770 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,534,261,0,
2021-10-11 11:41:17,774 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,533,261,0,
2021-10-11 11:41:27,775 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,532,261,0,
2021-10-11 11:41:47,784 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,530,261,0,
2021-10-11 11:41:57,789 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,528,261,0,
2021-10-11 11:42:07,790 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,527,261,0,
2021-10-11 11:42:17,795 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,526,261,0,
2021-10-11 11:42:27,799 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,525,261,0,
2021-10-11 11:42:37,804 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,524,261,0,
2021-10-11 11:42:57,812 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,523,261,0,
2021-10-11 11:43:07,817 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,522,261,0,
2021-10-11 11:43:17,822 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,521,261,0,
2021-10-11 11:43:27,826 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,520,261,0,
2021-10-11 11:43:37,830 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,519,261,0,
2021-10-11 11:43:47,834 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,518,261,0,
2021-10-11 11:43:57,838 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,517,261,0,
2021-10-11 11:44:07,843 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,516,261,0,
2021-10-11 11:44:17,846 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,515,261,0,
2021-10-11 11:44:37,855 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,514,261,0,
2021-10-11 11:44:47,857 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,512,261,0,
2021-10-11 11:44:57,862 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,511,261,0,
2021-10-11 11:45:07,867 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,510,261,0,
2021-10-11 11:45:17,872 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,507,261,0,
2021-10-11 11:45:37,880 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,506,261,0,
2021-10-11 11:45:47,886 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,505,261,0,
2021-10-11 11:45:57,892 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,502,261,0,
2021-10-11 11:46:07,897 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,501,261,0,
2021-10-11 11:46:17,900 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,500,261,0,
2021-10-11 11:46:27,905 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,499,261,0,
2021-10-11 11:46:37,910 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,498,261,0,
2021-10-11 11:46:47,911 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,497,261,0,
2021-10-11 11:46:57,917 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,496,261,0,
2021-10-11 11:47:07,920 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,495,261,0,
2021-10-11 11:47:17,926 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,494,261,0,
2021-10-11 11:47:27,931 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,493,261,0,
2021-10-11 11:47:47,942 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,492,261,0,
2021-10-11 11:47:57,944 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,490,261,0,
2021-10-11 11:48:07,946 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,489,261,0,
2021-10-11 11:48:17,950 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,488,261,0,
2021-10-11 11:48:27,954 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,487,261,0,
2021-10-11 11:48:37,959 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,486,261,0,
2021-10-11 11:48:47,965 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,485,261,0,
2021-10-11 11:48:57,971 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,484,261,0,
2021-10-11 11:49:07,976 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,483,261,0,
2021-10-11 11:49:17,980 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,482,261,0,
2021-10-11 11:49:37,986 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,481,261,0,
2021-10-11 11:49:47,991 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,480,261,0,
2021-10-11 11:49:57,996 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,478,261,0,
2021-10-11 11:50:07,999 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,477,261,0,
2021-10-11 11:50:28,006 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,476,261,0,
2021-10-11 11:50:38,011 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,475,261,0,
2021-10-11 11:50:48,017 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,474,261,0,
2021-10-11 11:50:58,019 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,473,261,0,
2021-10-11 11:51:08,024 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,471,261,0,
2021-10-11 11:51:18,029 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,470,261,0,
2021-10-11 11:51:28,035 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,469,261,0,
2021-10-11 11:51:48,044 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,468,261,0,
2021-10-11 11:51:58,048 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,467,261,0,
2021-10-11 11:52:08,054 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,466,261,0,
2021-10-11 11:52:18,056 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,465,261,0,
2021-10-11 11:52:28,061 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,464,261,0,
2021-10-11 11:52:38,064 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,463,261,0,
2021-10-11 11:52:48,069 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,462,261,0,
2021-10-11 11:52:58,073 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,461,261,0,
2021-10-11 11:53:08,078 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,460,261,0,
2021-10-11 11:53:18,083 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,459,261,0,
2021-10-11 11:53:28,084 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,458,261,0,
2021-10-11 11:53:38,088 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,457,261,0,
2021-10-11 11:53:48,091 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,456,261,0,
2021-10-11 11:53:58,095 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,455,261,0,
2021-10-11 11:54:08,090 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,454,261,0,
2021-10-11 11:54:18,085 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,452,261,0,
2021-10-11 11:54:28,086 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,451,261,0,
2021-10-11 11:54:48,090 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,450,261,0,
2021-10-11 11:54:58,095 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,449,261,0,
2021-10-11 11:55:18,102 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,448,261,0,
2021-10-11 11:55:28,104 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,446,261,0,
2021-10-11 11:55:38,109 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,445,261,0,
2021-10-11 11:55:48,114 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,444,261,0,
2021-10-11 11:55:58,118 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,442,261,0,
2021-10-11 11:56:08,121 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,440,261,0,
2021-10-11 11:56:18,121 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,439,261,0,
2021-10-11 11:56:28,127 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,438,261,0,
2021-10-11 11:56:38,132 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,437,261,0,
2021-10-11 11:56:48,136 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,436,261,0,
2021-10-11 11:56:58,140 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,435,261,0,
2021-10-11 11:57:08,144 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,434,261,0,
2021-10-11 11:57:18,149 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,433,261,0,
2021-10-11 11:57:28,153 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,432,261,0,
2021-10-11 11:57:38,158 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,431,261,0,
2021-10-11 11:57:58,165 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,430,261,0,
2021-10-11 11:58:08,170 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,429,261,0,
2021-10-11 11:58:18,175 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,428,261,0,
2021-10-11 11:58:38,185 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,427,261,0,
2021-10-11 11:58:48,186 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,425,261,0,
2021-10-11 11:58:58,190 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,424,261,0,
2021-10-11 11:59:08,195 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,423,261,0,
2021-10-11 11:59:18,200 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,422,261,0,
2021-10-11 11:59:28,204 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,420,261,0,
2021-10-11 11:59:48,211 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,418,261,0,
2021-10-11 12:00:08,220 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,416,261,0,
2021-10-11 12:00:28,229 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,415,261,0,
2021-10-11 12:00:38,233 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,414,261,0,
2021-10-11 12:00:48,238 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,413,261,0,
2021-10-11 12:00:58,241 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,412,261,0,
2021-10-11 12:01:08,244 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,411,261,0,
2021-10-11 12:01:18,249 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,410,261,0,
2021-10-11 12:01:38,258 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,408,261,0,
2021-10-11 12:01:48,264 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,407,261,0,
2021-10-11 12:01:58,268 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,406,261,0,
2021-10-11 12:02:08,274 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,405,261,0,
2021-10-11 12:02:18,279 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,404,261,0,
2021-10-11 12:02:28,284 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,403,261,0,
2021-10-11 12:02:38,284 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,402,261,0,
2021-10-11 12:02:48,289 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,401,261,0,
2021-10-11 12:02:58,294 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,398,261,0,
